,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Formatted address,User Ratings Total
13409,Tramonto Kitchen & Bar,ChIJY2pJZkDV12oRRfdWPl8QWaw,-37.6851869,145.4705775,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","874 Maroondah Hwy, Coldstream",,68
13410,Mocha & Lime,ChIJvee1HT0qKGsRX2hb7jeNaQM,-37.6538005,145.5164594,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","11 Green St, Healesville",,474
13411,De Bortoli Wines Yarra Valley Cellar Door and Restaurant,ChIJhdx45KTW12oR3cFTwXaSmT8,-37.5971816,145.412661,4.4,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","58 Pinnacle Ln, Dixons Creek",,186
13412,Wombat's Chai Organic Cafe,ChIJJywjGxYqKGsRUGwbDI43TKA,-37.6546975,145.5132062,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","194 Maroondah Hwy, Healesville",,115
13413,East End Fish & Chippery,ChIJi8f5uyUqKGsRjHBbVs3LMiw,-37.6505527,145.5228488,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","329 Maroondah Hwy, Healesville",,98
13414,il Vigneto Pizzeria Yarra Valley,ChIJ_VX_uXnV12oRxlpYdSJRcKs,-37.6872526,145.4757163,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","880 Maroondah Hwy, Coldstream",,95
13415,Meletos,ChIJ42n23kQr1moRv3klwOt-H9I,-37.6912548,145.4084839,4.3,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","12 St Huberts Rd, Coldstream",,910
13416,Wild Grains Bakehouse,ChIJSb50oz0qKGsRT8pI_-SH5WA,-37.6540846,145.515401,4.5,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","201A Maroondah Hwy, Healesville",,92
13417,Oakridge Wines,ChIJ0c7THyXV12oR233wBAohFf8,-37.687789,145.457599,4.6,"['tourist_attraction', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","864 Maroondah Hwy, Coldstream",,273
13418,TarraWarra Estate Restaurant & Cellar Door,ChIJTQx2jwfV12oRmz2RnON9voE,-37.65935,145.469657,4.2,"['restaurant', 'tourist_attraction', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","311 Healesville-Yarra Glen Rd, Yarra Glen",,120
13419,Tokar Estate,ChIJs0kUBDDV12oROD48Zci3zWw,-37.6900841,145.4585055,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","6 Maddens Ln, Coldstream",,70
13420,Trattoria d'Soumah,ChIJWXcj6VjV12oR51ZjmD1QG0A,-37.6958424,145.489606,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","18 Hexham Rd, Gruyere",,14
13421,Paramparaa Indian Restaurant,ChIJt8xKUzsqKGsRatkbiqv0WgU,-37.6526906,145.5196024,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","271-273 Maroondah Hwy, Healesville",,137
13422,Alchemy Distillers,ChIJtR-Ovz0qKGsRL3L_QRNZRVs,-37.6545754,145.5151685,4.8,"['lodging', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","242 Maroondah Hwy, Healesville",,54
13423,Steels Gate Wines,ChIJEa2k29rW12oRnEI18yEjlUQ,-37.5798811,145.4133511,4.7,"['liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","1974 Melba Hwy, Dixons Creek",,66
13424,Watt River Cafe & Store,ChIJcSzxoj0qKGsRA8gAL-WBGyU,-37.6540369,145.5151465,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","197 Maroondah Hwy, Healesville",,170
13425,Immerse in the Yarra Valley,ChIJifSyBBzU12oRFLDC5kYCkss,-37.6132478,145.4142731,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","1548 Melba Hwy, Dixons Creek",,103
13426,Johnny Boys Pizza Healesville | Support Local Order Direct From Our Website,ChIJdX0joTwqKGsRjIsfZmXtypQ,-37.6533851,145.5189338,4.1,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","310 Maroondah Hwy, Healesville",,60
13427,Innocent Bystander,ChIJV9WnqSUqKGsRgTyuJ4MlDVE,-37.6520886,145.5222602,4.0,"['tourist_attraction', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316-334 Maroondah Hwy, Healesville",,312
13428,My Little Kitchen cafe,ChIJWQuSE_orKGsRixDwLQlXl7E,-37.6540577,145.5174844,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","274 Maroondah Hwy, Healesville",,114
13429,Blue Tree Grill,ChIJdzMjcNErKGsRAWJCDlF4w6w,-37.6500812,145.5033697,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","122 Healesville-Kinglake Rd, Healesville",,1
13430,Sanctuary House Bar,ChIJwS4iXlIqKGsR1OhaWnsZafU,-37.6771476,145.5327714,3.3,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","326 Badger Creek Rd, Healesville",,3
13431,Sanctuary Harvest Cafe,ChIJJ6uMEHorKGsRNV7uM7Lk_jY,-37.6821095,145.5331913,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Badger Creek Rd, Healesville",,76
13432,Hominy Southern Kitchen,ChIJ4YDFDPMrKGsRvtvvb0mZX-M,-37.6545226,145.5151976,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","242 Maroondah Hwy, Healesville",,6
13433,Yarra Valley Harvest,ChIJiaiFdics1moRt3OGX6upQOk,-37.6543902,145.5160859,3.7,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","256 Maroondah Hwy, Healesville",,37
13434,Sammys Charcoal Chicken,ChIJZ-wzlDwqKGsR0tJf4pj2-TM,-37.6527542,145.5184516,4.3,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","251 Maroondah Hwy, Healesville",,67
13435,Healesville Hotel,ChIJ9a5brj0qKGsRXI7qPhp2NGw,-37.6543865,145.5159627,4.2,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","256 Maroondah Hwy, Healesville",,693
13436,Many Hands Winery,ChIJRTj3QGbV12oRoG4jz7RAC_o,-37.6838107,145.481905,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","2 Maxwells Rd, Coldstream",,54
13437,Monroe's Burgers & Beers,ChIJgVmq7D0qKGsRAUdqhx9XJ_w,-37.6544426,145.5146066,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","228 Maroondah Hwy, Healesville",,815
13438,Levantine Hill Estate,ChIJX54qFWHV12oRC5ZHGL0Nmo0,-37.6853854,145.4778594,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","882 Maroondah Hwy, Coldstream",,65
13439,Domaine Chandon,ChIJBW1-aWYs1moR1v3t9X1PmRE,-37.6801582,145.4301077,4.2,"['tourist_attraction', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","727 Maroondah Hwy, Coldstream",,397
13440,Terrace Bistro,ChIJW8uvtCErKGsRHbmCuODNUf4,-37.6502253,145.5035119,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","122 Healesville-Kinglake Rd, Healesville",,0
13441,Cherry Tree Cafe,ChIJ1XJVuT0qKGsRtiZoukelzKo,-37.6543673,145.5154041,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","246 Maroondah Hwy, Healesville",,232
13442,Rice Kingdom Cafe~Restaurant,ChIJ-c7oTlYrKGsRbSpCSiRXOF0,-37.653985,145.515657,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","207 Maroondah Hwy, Healesville",,0
13443,Beechworth Bakery Healesville,ChIJBYjR4yQqKGsR_Qo7f5vU7TQ,-37.652232,145.5217755,4.3,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316 Maroondah Hwy, Healesville",,1609
13444,The Grand Hotel Healesville - Yarra Valley,ChIJb7xp9zwqKGsRPKqLQOVHNM0,-37.6541667,145.5172222,3.9,"['lodging', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","270 Maroondah Hwy, Healesville",,383
13445,Golden Rail,ChIJ8drBihQqKGsRAXZBi4PWRNc,-37.6564549,145.5094022,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","Lilydale Rd, Healesville",,0
13446,Sanctuary Park Pizza Pasta,ChIJVTK0mDwqKGsRqvOlGDBfY3E,-37.6535322,145.5187273,3.7,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","306 Maroondah Hwy, Healesville",,60
13447,Member's Lounge,ChIJySrZJ8UrKGsRRaau-XUXJiY,-37.6518579,145.5006964,0.0,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']","123 Healesville-Kinglake Rd, Healesville",,0
13448,Pavillon Café,ChIJN9irnW0rKGsRu-wn08INxDc,-37.6851891,145.5335068,5.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","15 Badger Ave, Badger Creek",,3
13449,Church & Main,ChIJT5oIkj0qKGsRrKGi-FckQt0,-37.6540806,145.514303,3.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","177 Maroondah Hwy, Healesville",,130
13450,Express Noodles,ChIJP6pOkD0qKGsRSd13xC09Baw,-37.6542017,145.5144675,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","3777/181 Maroondah Hwy, Healesville",,60
13451,Rochford Wines Yarra Valley,ChIJK9baxGnV12oRmQaL4G7t_ik,-37.685328,145.476492,3.6,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']","878-880 Maroondah Hwy, Coldstream",,292
13452,Sports Bar,ChIJafdaO6MrKGsRLorJ1hdLC_Y,-37.6518579,145.5006964,0.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","123 Healesville-Kinglake Rd, Healesville",,0
13453,bp Truckstop,ChIJKYjlhGoqKGsRD00nQk9KHG8,-37.6619725,145.5132087,4.0,"['gas_station', 'atm', 'finance', 'restaurant', 'food', 'point_of_interest', 'establishment']","66 Maroondah Hwy, Healesville",,34
13454,'Locale' at De Bortoli Yarra Valley,ChIJ-7F4Ca_W12oRcWP4Rb7yj00,-37.6006591,145.4121861,4.4,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","58 Pinnacle Ln, Dixons Creek",,7
13455,Chips Ahoy,ChIJo2I2lDwqKGsRwtvUZuaf4Ps,-37.652808,145.5180714,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","251 Maroondah Hwy, Healesville",,56
13456,Sanctuary House Resort Motel,ChIJrd0KNFIqKGsRxkWHXmb4rLU,-37.6778678,145.531372,4.0,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","326 Badger Creek Rd, Badger Creek",,137
13457,Maroondah Reservoir Park,ChIJ8zB0fWgpKGsRIGMxBXZWBA8,-37.6445291,145.5504264,4.5,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Maroondah Hwy, Healesville",,1000
13458,Queens Park,ChIJeU5tvToqKGsRAGcyBXZWBA8,-37.6543706,145.5243928,4.4,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","36 Don Rd, Healesville",,216
13459,Everard Park,ChIJ7YC6g33V12oR7gMuantld1U,-37.6782707,145.4910113,3.6,"['park', 'point_of_interest', 'establishment']","1A Maroondah Hwy, Healesville",,14
13460,Coronation park,ChIJpesT1zwqKGsRPq8RBcirzSI,-37.6522249,145.5166481,4.0,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']","Reserve 1 - Bbq and Shelter, 105A River St, Healesville",,43
13461,Jadodade Community Park,ChIJdY0Qgm_UKWsRhkxr4Lt1EyU,-37.7813271,145.5663672,4.0,"['park', 'point_of_interest', 'establishment']","3139/2 Mathers Ave, Launching Place",,18
13462,Doon Reserve River Park,ChIJ4X_0nBbTKWsR8BJ9aDt5Iss,-37.769743,145.6081616,4.0,"['park', 'point_of_interest', 'establishment']","200 Doon Rd, Yarra Junction",,7
13463,Enclave at Healesville Holiday Park,ChIJExFjxrMrKGsRl181DJ8EwjE,-37.675301,145.540269,4.5,"['campground', 'rv_park', 'lodging', 'park', 'point_of_interest', 'establishment']","322 Don Rd, Badger Creek",,65
13464,Don Road Recreation Reserve,ChIJW2hTaLUrKGsRqrdzkBJfgkg,-37.668732,145.5373495,4.3,"['park', 'point_of_interest', 'establishment']","251A Don Rd, Healesville",,4
13465,Glenvalley Crescent Park,ChIJD97kcvHVKWsRyMVh6U6JRzA,-37.7738311,145.499238,3.6,"['park', 'point_of_interest', 'establishment']","35 Glenvalley Cres, Seville East",,5
13466,Doon Reserve River Park,ChIJbSnTqDXTKWsRvsi7ObdNKIk,-37.7493436,145.6045866,0.0,"['park', 'point_of_interest', 'establishment']",Don Valley,,0
13467,Healesville Community Labyrinth,ChIJpSzPaBQqKGsRHiJYAw3Mjfw,-37.6555481,145.5096283,4.7,"['park', 'point_of_interest', 'establishment']",Healesville,,9
13468,Coranderrk Creek,ChIJQ7QSyUArKGsRjplCLDUaQQY,-37.6848496,145.5719704,5.0,"['park', 'point_of_interest', 'establishment']",Healesville,,3
13469,Woori Yallock Recreation Reserve,ChIJOWARi8vVKWsRb7vmKY6p7mc,-37.7833823,145.5317717,4.3,"['park', 'point_of_interest', 'establishment']","Healesville - Koo Wee Rup Rd, Woori Yallock",,48
13470,BIG4 Yarra Valley Park Lane Holiday Park,ChIJRX5bWKUrKGsRm_dDYTLpXHQ,-37.6824506,145.5462172,4.2,"['campground', 'lodging', 'park', 'point_of_interest', 'establishment']","419 Don Rd, Healesville",,261
13471,Healesville Sporting Complex,ChIJoYjjd7UrKGsR4GUxBXZWBA8,-37.6694444,145.5408333,4.0,"['park', 'point_of_interest', 'establishment']",Healesville,,59
13472,Ben Cairn Rock and Look out,ChIJYRf7mP4sKGsRVU6BBB5GjQg,-37.7186796,145.6205404,3.8,"['park', 'point_of_interest', 'establishment']",Wesburn,,5
13473,Healesville Sanctuary,ChIJs4tV8FUqKGsRAEIxBXZWBA8,-37.681616,145.5298812,4.6,"['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']","Glen Eadie Ave, Healesville",,6419
13474,Seville Water Play Park,ChIJL54NIYkp1moR0ePZK6R5d0U,-37.77805559999999,145.4609198,4.4,"['tourist_attraction', 'amusement_park', 'point_of_interest', 'establishment']","20-28 Monbulk-Seville Rd, Seville",,457
13475,Warramate Hills Nature Conservation Reserve,ChIJkYn-SpAq1moRIbcnXqOdIbA,-37.7276303,145.4880619,4.2,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']","Killara Rd, Gruyere",,35
13476,Mocha & Lime,ChIJvee1HT0qKGsRX2hb7jeNaQM,-37.6538005,145.5164594,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","11 Green St, Healesville",,474
13477,Watt River Cafe & Store,ChIJcSzxoj0qKGsRA8gAL-WBGyU,-37.6540369,145.5151465,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","197 Maroondah Hwy, Healesville",,170
13478,Nancy's of the Valley,ChIJD-xh8QXTKWsR_p8dXIXmnRI,-37.78179799999999,145.613912,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","3/2460 Warburton Hwy, Yarra Junction",,168
13479,Yarra Valley Deli and Cafe,ChIJ31sA_Wop1moRm07lKOaNgBQ,-37.7797658,145.427529,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","372 Warburton Hwy, Wandin North",,146
13480,Ducky Café Seville,ChIJk-GmwIgp1moRkb8Y-FV6Aaw,-37.777414,145.459634,4.2,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","579 Warburton Hwy, Seville",,208
13481,Cherry Tree Cafe,ChIJ1XJVuT0qKGsRtiZoukelzKo,-37.6543673,145.5154041,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","246 Maroondah Hwy, Healesville",,232
13482,Carriage Cafe Seville,ChIJCS4WkSgq1moRlutX_SSzSr4,-37.7697319,145.4578021,4.4,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","35 Seymour St, Seville",,304
13483,The Yarra Ranges Cafe,ChIJPXc8uw7TKWsRe-2L-6zpq6U,-37.7814093,145.6127661,4.4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2445 Warburton Hwy, Yarra Junction",,53
13484,Alba Paloma,ChIJv2i2tu8rKGsROyVqwwLJ1f8,-37.6541028,145.5146464,4.9,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","185 Maroondah Hwy, Healesville",,21
13485,Wombat's Chai Organic Cafe,ChIJJywjGxYqKGsRUGwbDI43TKA,-37.6546975,145.5132062,4.5,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","194 Maroondah Hwy, Healesville",,115
13486,My Little Kitchen cafe,ChIJWQuSE_orKGsRixDwLQlXl7E,-37.6540577,145.5174844,4.7,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","274 Maroondah Hwy, Healesville",,114
13487,Red Relish Cafe,ChIJfXumlwXTKWsRnSDJkR7tkO0,-37.7813276,145.6146863,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2/2465 Warburton Hwy, Yarra Junction",,120
13488,Mr K's Deli Cafe,ChIJIfpVw2op1moRAPszN8orBlk,-37.7807002,145.427211,4.6,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","16/2 Union Rd, Wandin North",,45
13489,The Mare Coffee Co.,ChIJfRMyaAkrKGsRa6EC6P4RnR0,-37.6542042,145.5167669,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']","268 Maroondah Hwy, Healesville",,25
13490,Cafe Mary Rose,ChIJdb89Ug_TKWsRJfEXMiBLTO8,-37.7816846,145.6127062,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","2450 Warburton Hwy, Yarra Junction",,16
13491,Professor and the Pigeon,ChIJZ3bFgzgrKGsROgxhkLZWUaU,-37.6539983,145.5176398,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']","278 Maroondah Hwy, Healesville",,11
13492,Vantage Cafe,ChIJM-03hGoqKGsR13apWBvNYEY,-37.6619645,145.5131657,4.4,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","68 Maroondah Hwy, Healesville",,15
13493,The Bodhi Tree Restaurant,ChIJpVAZsCUqKGsRdWegMQCDhEs,-37.6507284,145.522672,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","317-319 Maroondah Hwy, Healesville",,156
13494,Pit Stop Diner,ChIJ1wLJwGrUKWsRS8fuATTJSOk,-37.787504,145.557968,3.5,"['cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']","1870 Warburton Hwy, Launching Place",,2
13495,The Savoury Cafe & Catering,ChIJ3cazWDMrKGsRdq1c3ybHvHQ,-37.648906,145.5256071,5.0,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","349/351 Maroondah Hwy, Healesville",,7
13496,Pavillon Café,ChIJN9irnW0rKGsRu-wn08INxDc,-37.6851891,145.5335068,5.0,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","15 Badger Ave, Badger Creek",,3
13497,Candlebark Café,ChIJL4EA4dErKGsRM3OXn4VrxgU,-37.6822585,145.5316061,3.8,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","Healesville Sanctuary, Badger Creek",,5
13498,Herd Bar and Cafe,ChIJLxoVjj0qKGsR5E890DOK4UU,-37.6541709,145.5142974,4.4,"['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Basement/177/179 Maroondah Hwy, Healesville",,194
13499,Natures Cakes,ChIJ8Weiny0rKGsRzKOFzQYv-UI,-37.6545026,145.514796,4.9,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']","Shop 1/232 Maroondah Hwy, Healesville",,14
13500,Bowser Bean Cafe,ChIJGbTMhWoqKGsR-DFP5TYB4T8,-37.6619803,145.5131075,4.5,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']","66 Maroondah Hwy, Healesville",,19
13501,Sanctuary Harvest Cafe,ChIJJ6uMEHorKGsRNV7uM7Lk_jY,-37.6821095,145.5331913,4.3,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","Badger Creek Rd, Healesville",,76
13502,Red leaf,ChIJ77E0tlArKGsROkWVaqHVEbA,-37.6604265,145.5116995,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']","83-93 Maroondah Hwy, Healesville",,1
13503,Wooris Pizza Cafe,ChIJt6nnI8rVKWsRNH1p91Xk26Q,-37.7798192,145.5307046,4.0,"['meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","3/1605 Warburton Hwy, Woori Yallock",,92
13504,Yarra Valley Harvest,ChIJiaiFdics1moRt3OGX6upQOk,-37.6543902,145.5160859,3.7,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","256 Maroondah Hwy, Healesville",,37
13505,Church & Main,ChIJT5oIkj0qKGsRrKGi-FckQt0,-37.6540806,145.514303,3.3,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","177 Maroondah Hwy, Healesville",,130
13506,Wild Grains Bakehouse,ChIJSb50oz0qKGsRT8pI_-SH5WA,-37.6540846,145.515401,4.5,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","201A Maroondah Hwy, Healesville",,92
13507,Plants Plus - Black Spur Nursery & Cafe,ChIJb7PQoigqKGsRddwe26KOetQ,-37.648857,145.525443,4.2,"['florist', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","349 Maroondah Hwy, Healesville",,18
13508,Woori Yallock Bakery,ChIJPxLC9cnVKWsRbTBtB8BnySU,-37.7791317,145.5302852,4.6,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","1585 Warburton Hwy, Woori Yallock",,222
13509,Beechworth Bakery Healesville,ChIJBYjR4yQqKGsR_Qo7f5vU7TQ,-37.652232,145.5217755,4.3,"['bakery', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316 Maroondah Hwy, Healesville",,1608
13510,Innocent Bystander,ChIJV9WnqSUqKGsRgTyuJ4MlDVE,-37.6520886,145.5222602,4.0,"['tourist_attraction', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","316-334 Maroondah Hwy, Healesville",,312
13511,East End Fish & Chippery,ChIJi8f5uyUqKGsRjHBbVs3LMiw,-37.6505527,145.5228488,4.1,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']","329 Maroondah Hwy, Healesville",,98
13512,The Home Hotel - Launching Place,ChIJQaZmK3_TKWsRkflYQbsy96s,-37.7758008,145.5849676,3.9,"['cafe', 'lodging', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']","2170 Warburton Hwy, Launching Place",,226
13513,Rayners Orchard,ChIJ0zXaXSbUKWsRZ_S1RpD8hWA,-37.8000991,145.5510003,3.5,"['tourist_attraction', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","60 Schoolhouse Rd, Woori Yallock",,161
13514,Tramonto Kitchen & Bar,ChIJY2pJZkDV12oRRfdWPl8QWaw,-37.6851869,145.4705775,4.2,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']","874 Maroondah Hwy, Coldstream",,68
13515,Rice Kingdom Cafe~Restaurant,ChIJ-c7oTlYrKGsRbSpCSiRXOF0,-37.653985,145.515657,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","207 Maroondah Hwy, Healesville",,0
13516,The Bodhi Tree Restaurant,ChIJpVAZsCUqKGsRdWegMQCDhEs,-37.6507284,145.522672,4.5,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']","317-319 Maroondah Hwy, Healesville",,156
